,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards
16702,"Clifton - Block 9, Clifton",41000000.0,3.0,3.0,200
16703,"Clifton - Block 9, Clifton",40000000.0,3.0,3.0,200
16704,"Frere Town, Karachi",41500000.0,3.0,3.0,200
16705,"Bahria Sports City, Bahria Town Karachi",26500000.0,4.0,4.0,350
16706,"Askari 5 - Sector J, Askari 5",67000000.0,5.0,5.0,375
16707,"Askari 5 - Sector J, Askari 5",70500000.0,5.0,5.0,375
16708,"Askari 5 - Sector J, Askari 5",69500000.0,5.0,5.0,375
16709,"North Nazimabad - Block L, North Nazimabad",46500000.0,6.0,6.0,256
16710,"North Nazimabad - Block J, North Nazimabad",49000000.0,6.0,6.0,300
16711,"North Nazimabad - Block L, North Nazimabad",95000000.0,7.0,6.0,450
16712,"North Nazimabad - Block D, North Nazimabad",60000000.0,5.0,6.0,300
16713,"Bahria Town - Precinct 10-A, Bahria Town Karachi",22500000.0,3.0,3.0,200
16714,"DHA Phase 5, DHA Defence",125000000.0,5.0,6.0,500
16715,"Bahria Town Karachi, Karachi",32200000.000000004,3.0,4.0,298
16716,"Bahadurabad, Gulshan-e-Iqbal Town",45000000.0,3.0,3.0,211
16717,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",25000000.0,3.0,3.0,194
16718,"Clifton - Block 8, Clifton",42500000.0,3.0,3.0,228
16719,other,21500000.0,4.0,4.0,120
16720,other,15000000.0,7.0,4.0,240
16721,"DHA Phase 6, DHA Defence",90000000.0,6.0,6.0,666
16722,"DHA Phase 5, DHA Defence",87000000.0,5.0,5.0,500
16723,"DHA Phase 6, DHA Defence",65000000.0,6.0,6.0,300
16724,"DHA Phase 6, DHA Defence",78000000.0,3.0,3.0,500
16725,other,15000000.0,7.0,4.0,240
16726,"DHA Phase 6, DHA Defence",90000000.0,6.0,6.0,666
16727,"DHA Phase 5, DHA Defence",87000000.0,5.0,5.0,500
16728,"DHA Phase 6, DHA Defence",65000000.0,6.0,6.0,300
16729,"DHA Phase 6, DHA Defence",78000000.0,3.0,3.0,500
16730,"DHA Phase 8, DHA Defence",100000000.0,6.0,7.0,500
16731,"DHA Phase 8, DHA Defence",56500000.0,4.0,4.0,250
16732,"DHA Phase 6, DHA Defence",55000000.0,4.0,4.0,250
16733,"DHA Phase 6, DHA Defence",85000000.0,6.0,6.0,500
16734,"DHA Phase 6, DHA Defence",65000000.0,4.0,4.0,300
16735,"DHA Phase 4, DHA Defence",58000000.0,4.0,4.0,300
16736,"DHA Phase 4, DHA Defence",63000000.0,4.0,4.0,360
16737,"DHA Phase 4, DHA Defence",58000000.0,4.0,4.0,300
16738,"DHA Phase 7, DHA Defence",92500000.0,6.0,6.0,500
16740,"DHA Phase 6, DHA Defence",65000000.0,4.0,5.0,300
16741,"DHA Phase 6, DHA Defence",55000000.0,4.0,5.0,250
16742,"DHA Phase 6, DHA Defence",60500000.0,6.0,6.0,300
16743,"DHA Phase 6, DHA Defence",55000000.0,4.0,4.0,250
16744,"DHA Phase 8, DHA Defence",105000000.0,5.0,5.0,500
16745,"DHA Phase 7, DHA Defence",87500000.0,6.0,6.0,500
16746,"DHA Phase 7, DHA Defence",100000000.0,6.0,8.0,500
16747,"DHA Phase 4, DHA Defence",70000000.0,5.0,5.0,500
16748,"DHA Phase 6, DHA Defence",53500000.0,4.0,4.0,250
16749,"DHA Phase 6, DHA Defence",70000000.0,4.0,4.0,300
16750,"DHA Phase 4, DHA Defence",75000000.0,4.0,5.0,300
16751,"DHA Phase 2, DHA Defence",52500000.0,4.0,5.0,250
16752,"DHA Phase 4, DHA Defence",70000000.0,5.0,5.0,300
16753,"DHA Phase 6, DHA Defence",90000000.0,6.0,6.0,500
16754,"DHA Phase 4, DHA Defence",85000000.0,6.0,6.0,500
16755,"DHA Phase 4, DHA Defence",63000000.0,4.0,4.0,300
16756,"DHA Phase 4, DHA Defence",60000000.0,4.0,4.0,300
16757,"DHA Phase 8, DHA Defence",55000000.0,4.0,4.0,250
16758,"DHA Phase 4, DHA Defence",50000000.0,6.0,6.0,300
16759,other,75000000.0,6.0,5.0,400
16760,"DHA Phase 6, DHA Defence",55000000.0,4.0,4.0,250
16761,"DHA Phase 5, DHA Defence",88000000.0,5.0,5.0,500
16762,"DHA Phase 8, DHA Defence",85000000.0,6.0,6.0,500
16763,"DHA Phase 4, DHA Defence",55000000.0,4.0,4.0,300
16764,"DHA Phase 6, DHA Defence",75000000.0,6.0,6.0,400
16765,"DHA Phase 6, DHA Defence",57500000.0,4.0,4.0,300
16766,"DHA Phase 6, DHA Defence",77000000.0,5.0,5.0,400
16767,"DHA Phase 5, DHA Defence",80000000.0,5.0,5.0,500
16769,"DHA Phase 5, DHA Defence",81000000.0,5.0,5.0,500
16770,"DHA Phase 4, DHA Defence",75000000.0,5.0,5.0,300
16771,"DHA Phase 2, DHA Defence",85000000.0,5.0,5.0,500
16772,"DHA Phase 6, DHA Defence",90000000.0,5.0,5.0,500
16773,"DHA Phase 4, DHA Defence",55000000.0,4.0,4.0,313
16774,"DHA Phase 5, DHA Defence",90000000.0,6.0,6.0,750
16775,"DHA Phase 4, DHA Defence",52000000.0,4.0,4.0,300
16776,"DHA Phase 5, DHA Defence",85000000.0,6.0,5.0,500
16777,"DHA Phase 5, DHA Defence",75000000.0,6.0,6.0,500
16778,"DHA Phase 4, DHA Defence",70000000.0,6.0,6.0,300
16779,"DHA Phase 4, DHA Defence",70000000.0,4.0,4.0,300
16780,other,7800000.0,2.0,2.0,80
16781,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",14000000.0,3.0,3.0,167
16782,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",12000000.0,3.0,3.0,156
16783,"DHA Phase 4, DHA Defence",13000000.0,2.0,2.0,106
16784,"DHA Phase 4, DHA Defence",9500000.0,2.0,2.0,106
16785,"Bahria Town - Precinct 27, Bahria Town Karachi",20000000.0,3.0,3.0,235
16786,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",27500000.0,3.0,3.0,200
16787,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",25000000.0,3.0,3.0,200
16788,"North Karachi, Karachi",2500000.0,1.0,1.0,44
16789,other,2800000.0,2.0,2.0,78
16790,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",85000000.0,6.0,7.0,500
16791,"DHA Phase 6, DHA Defence",150000000.0,6.0,6.0,500
16792,"DHA Phase 8, DHA Defence",52000000.0,4.0,4.0,120
16793,"Askari 5 - Sector J, Askari 5",37000000.0,3.0,3.0,278
16794,"Askari 5 - Sector J, Askari 5",33500000.0,3.0,3.0,300
16797,"Clifton - Block 5, Clifton",53000000.0,3.0,3.0,333
16798,"Clifton - Block 5, Clifton",53000000.0,3.0,3.0,333
16799,other,13500000.0,2.0,2.0,100
16804,"Allahwala Town - Sector 31-G, Allahwala Town",2000000.0,2.0,1.0,50
16805,other,37500000.0,6.0,6.0,200
16806,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",28000000.0,3.0,3.0,400
16807,"Clifton - Block 5, Clifton",105000000.0,6.0,6.0,666
16808,"Clifton - Block 5, Clifton",53000000.0,3.0,3.0,333
16809,"Clifton - Block 5, Clifton",52500000.0,3.0,3.0,333
16810,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",16000000.0,3.0,3.0,160
16811,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",25000000.0,4.0,4.0,233
16812,other,24000000.0,3.0,4.0,206
16813,"Bahria Town - Precinct 19, Bahria Town Karachi",9500000.0,2.0,2.0,106
16814,"Bahria Town - Precinct 19, Bahria Town Karachi",12500000.0,2.0,2.0,106
16815,"Askari 5 - Sector J, Askari 5",34500000.0,3.0,3.0,300
16816,"Askari 5 - Sector J, Askari 5",36500000.0,3.0,3.0,300
16817,"Askari 5 - Sector J, Askari 5",36500000.0,3.0,3.0,300
16818,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,278
16819,"Gulshan-e-Maymar - Sector T, Gulshan-e-Maymar",37500000.0,6.0,7.0,240
16820,"Gulshan-e-Maymar - Sector T, Gulshan-e-Maymar",37500000.0,6.0,6.0,240
16821,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",15000000.0,2.0,2.0,120
16823,"Emaar Pearl Towers, Emaar Crescent Bay",65000000.0,3.0,4.0,272
16824,"Emaar Pearl Towers, Emaar Crescent Bay",75000000.0,3.0,4.0,243
16825,"Gulistan-e-Jauhar, Karachi",65000000.0,4.0,5.0,266
16826,"Emaar Pearl Towers, Emaar Crescent Bay",120000000.0,2.0,3.0,241
16827,"Saadi Town - Block 5, Saadi Town",29000000.0,6.0,6.0,240
16828,"DHA Phase 8, DHA Defence",38000000.0,1.0,2.0,154
16829,"DHA Phase 8, DHA Defence",109900000.0,3.0,5.0,333
16830,"DHA Phase 8, DHA Defence",72600000.0,4.0,5.0,289
16831,"DHA Phase 8, DHA Defence",64900000.0,2.0,3.0,200
16832,"DHA Phase 8, DHA Defence",64900000.0,2.0,3.0,200
16833,"DHA Phase 8, DHA Defence",41500000.0,1.0,2.0,153
16834,"DHA Phase 8, DHA Defence",38000000.0,1.0,2.0,154
16835,"DHA Phase 8, DHA Defence",38000000.0,1.0,2.0,154
16836,"DHA Phase 8, DHA Defence",41500000.0,1.0,2.0,153
16837,"DHA Phase 8, DHA Defence",64900000.0,2.0,3.0,200
16838,"DHA Phase 8, DHA Defence",64900000.0,2.0,3.0,200
16839,"DHA Phase 8, DHA Defence",92900000.0,3.0,4.0,342
16840,"DHA Phase 8, DHA Defence",109900000.0,3.0,5.0,333
16841,"DHA Phase 8, DHA Defence",38000000.0,1.0,2.0,154
16842,"DHA Phase 8, DHA Defence",41500000.0,1.0,2.0,153
16843,"Askari 5 - Sector J, Askari 5",34500000.0,3.0,3.0,300
16844,"Federal B Area - Block 21, Federal B Area",6500000.0,3.0,3.0,89
16845,"Clifton, Karachi",70000000.0,4.0,4.0,250
16846,"Emaar Pearl Towers, Emaar Crescent Bay",65000000.0,3.0,4.0,272
16847,"Emaar Pearl Towers, Emaar Crescent Bay",92000000.0,4.0,5.0,292
16848,"Emaar Pearl Towers, Emaar Crescent Bay",63500000.0,3.0,4.0,272
16849,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",5500000.0,2.0,2.0,83
16850,"Clifton, Karachi",70000000.0,4.0,4.0,250
16851,"Emaar Pearl Towers, Emaar Crescent Bay",65000000.0,3.0,4.0,272
16852,"Emaar Pearl Towers, Emaar Crescent Bay",92000000.0,4.0,5.0,292
16853,"Emaar Pearl Towers, Emaar Crescent Bay",63500000.0,3.0,4.0,272
16854,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",5500000.0,2.0,2.0,83
16855,"Nazimabad 3, Nazimabad",7600000.0,2.0,3.0,108
16856,"Gohar Green City, Karachi",8000000.0,2.0,2.0,80
16857,"Gohar Green City, Karachi",8500000.0,2.0,2.0,80
16858,"Gohar Green City, Karachi",8000000.0,2.0,2.0,80
16859,"Gohar Green City, Karachi",4900000.0,2.0,2.0,59
16860,"Gohar Green City, Karachi",4900000.0,2.0,2.0,59
16861,"Gohar Green City, Karachi",4900000.0,2.0,2.0,59
16862,"DHA Phase 6, DHA Defence",140000000.0,7.0,7.0,600
16863,"Emaar Coral Towers, Emaar Crescent Bay",41500000.0,2.0,2.0,256
16866,other,9300000.0,3.0,3.0,120
16867,"Salafia Society, Taiser Town",14500000.0,2.0,3.0,150
16868,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375
16869,other,200000000.0,5.0,6.0,500
16870,"Askari 5, Malir Cantonment",32000000.0,3.0,3.0,289
16871,other,42500000.0,4.0,4.0,267
16872,"North Nazimabad - Block I, North Nazimabad",13500000.0,3.0,3.0,165
16873,"Emaar Pearl Towers, Emaar Crescent Bay",50000000.0,2.0,3.0,180
16874,"Emaar Pearl Towers, Emaar Crescent Bay",58000000.0,2.0,3.0,180
16875,"Bahria Sports City, Bahria Town Karachi",26500000.0,4.0,4.0,350
16876,"Bahria Sports City, Bahria Town Karachi",26500000.0,4.0,4.0,350
16877,"Bahria Sports City, Bahria Town Karachi",26500000.0,4.0,4.0,350
16878,"Bahria Heights, Bahria Town Karachi",13500000.0,2.0,2.0,122
16880,"Bahria Heights, Bahria Town Karachi",13500000.0,2.0,2.0,122
16882,"Bahria Heights, Bahria Town Karachi",13500000.0,2.0,2.0,122
16884,"Bahria Heights, Bahria Town Karachi",13500000.0,2.0,2.0,122
16885,"Emaar Pearl Towers, Emaar Crescent Bay",90000000.0,4.0,5.0,292
16886,"Askari 5 - Sector J, Askari 5",34000000.0,3.0,3.0,300
16887,"DHA Phase 5, DHA Defence",11000000.0,2.0,2.0,100
16888,"DHA Phase 5 Extension, DHA Phase 5",13000000.0,3.0,3.0,125
16889,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",21000000.0,3.0,3.0,280
16890,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",11000000.0,3.0,3.0,144
16891,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",5500000.0,2.0,2.0,120
16892,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",13000000.0,3.0,3.0,156
16893,other,30000000.0,4.0,4.0,167
16894,"Emaar Pearl Towers, Emaar Crescent Bay",78000000.0,4.0,5.0,292
16895,"Emaar Reef Towers, Emaar Crescent Bay",100000000.0,2.0,3.0,255
16896,"Emaar Pearl Towers, Emaar Crescent Bay",100000000.0,2.0,3.0,241
16897,"Emaar Pearl Towers, Emaar Crescent Bay",65000000.0,3.0,4.0,272
16898,"Emaar Pearl Towers, Emaar Crescent Bay",65000000.0,3.0,4.0,272
16899,"Emaar Pearl Towers, Emaar Crescent Bay",71000000.0,3.0,4.0,272
16900,"Askari 5 - Sector G, Askari 5",83000000.0,5.0,5.0,500
16901,"Askari 5 - Sector G, Askari 5",85000000.0,5.0,5.0,500
16902,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
16903,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",8500000.0,2.0,2.0,61
16904,"North Karachi - Sector 11A, North Karachi",5500000.0,2.0,2.0,100
16907,"Shadman Town - Sector-14/B, Shadman",49000000.0,5.0,6.0,240
16908,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
16909,"Askari 5 - Sector J, Askari 5",65000000.0,5.0,5.0,375
16910,"Saadi Town - Block 2, Saadi Town",25000000.0,3.0,4.0,240
16911,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",10000000.0,2.0,2.0,110
16912,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",55000000.0,8.0,7.0,240
16913,other,22000000.0,3.0,3.0,200
16914,"PECHS Block 6, PECHS",22000000.0,3.0,3.0,161
16915,other,40000000.0,7.0,8.0,180
16916,"Naya Nazimabad - Block D, Naya Nazimabad",34000000.0,3.0,3.0,160
16917,"DHA Phase 8, DHA Defence",70000000.0,5.0,5.0,300
16918,"DHA Phase 6, DHA Defence",74000000.0,5.0,5.0,300
16919,"Bath Island, Karachi",81000000.0,4.0,4.0,250
16920,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",12500000.0,2.0,2.0,120
16921,"Clifton - Block 8, Clifton",53500000.0,3.0,3.0,222
16922,"Gohar Green City, Karachi",3800000.0,2.0,2.0,75
16923,other,12500000.0,4.0,4.0,60
16924,other,11000000.0,3.0,3.0,120
16925,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",80000000.0,8.0,8.0,400
16927,other,7500000.0,3.0,3.0,106
16928,other,19000000.0,3.0,3.0,206
16929,"Saima Arabian Villas, Gadap Town",15500000.0,3.0,3.0,160
16930,"Musalmanan-E-Punjab Cooperative Housing Society, Scheme 33 - Sector 20-A",19700000.0,4.0,4.0,120
16931,"Malir, Karachi",13000000.0,3.0,3.0,120
16932,"DHA Phase 8, DHA Defence",115000000.0,5.0,6.0,500
16933,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",17000000.0,3.0,3.0,240
16934,"Nishat Commercial Area, DHA Phase 6",19000000.0,3.0,3.0,139
16935,"Khalid Bin Walid Road, Karachi",29500000.0,3.0,3.0,194
16936,"Saadi Town - Block 2, Saadi Town",27000000.0,3.0,4.0,240
16937,other,10500000.0,2.0,2.0,80
16938,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",9300000.0,3.0,3.0,156
16939,"Askari 5 - Sector G, Askari 5",84000000.0,5.0,5.0,500
16940,"Askari 5 - Sector G, Askari 5",85000000.0,5.0,5.0,500
16941,"Askari 5 - Sector G, Askari 5",83000000.0,5.0,5.0,500
16942,"Askari 5 - Sector G, Askari 5",83000000.0,5.0,5.0,500
16943,"Askari 5 - Sector G, Askari 5",85000000.0,5.0,5.0,500
16944,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
16945,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",8500000.0,2.0,2.0,61
16946,"North Karachi - Sector 11A, North Karachi",5500000.0,2.0,2.0,100
16949,"Shadman Town - Sector-14/B, Shadman",49000000.0,5.0,6.0,240
16950,other,22000000.0,3.0,3.0,200
16951,"PECHS Block 6, PECHS",22000000.0,3.0,3.0,161
16952,other,40000000.0,7.0,8.0,180
16953,"Naya Nazimabad - Block D, Naya Nazimabad",34000000.0,3.0,3.0,160
16954,"DHA Phase 8, DHA Defence",70000000.0,5.0,5.0,300
16955,"DHA Phase 6, DHA Defence",74000000.0,5.0,5.0,300
16956,"Bath Island, Karachi",81000000.0,4.0,4.0,250
16957,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",12500000.0,2.0,2.0,120
16958,"Clifton - Block 8, Clifton",53500000.0,3.0,3.0,222
16959,"Gohar Green City, Karachi",3800000.0,2.0,2.0,75
16960,other,12500000.0,4.0,4.0,60
16961,other,11000000.0,3.0,3.0,120
16962,"DHA Phase 8, DHA Defence",40000000.0,4.0,4.0,100
16963,"Bukhari Commercial Area, DHA Phase 6",27000000.0,3.0,4.0,200
16964,"Bahria Town - Precinct 12, Bahria Town Karachi",16500000.0,3.0,3.0,125
16965,"DHA Phase 8 - Zone B, DHA Phase 8",51000000.0,4.0,4.0,120
16966,"Bahria Town - Precinct 10-A, Bahria Town Karachi",20500000.0,3.0,3.0,200
16967,"Clifton - Block 4, Clifton",12500000.0,2.0,2.0,117
16968,"Clifton - Block 4, Clifton",16500000.0,3.0,3.0,183
16969,"DHA Phase 4, DHA Defence",70000000.0,4.0,4.0,300
16971,"Bukhari Commercial Area, DHA Phase 6",30000000.0,3.0,3.0,194
16972,"Musalmanan-E-Punjab Cooperative Housing Society, Scheme 33 - Sector 20-A",13500000.0,2.0,2.0,120
16975,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",57500000.0,6.0,6.0,240
16976,"Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima",35000000.0,6.0,6.0,200
16977,other,12500000.0,3.0,3.0,210
16978,"Shaz Residency, Gulshan-e-Iqbal Town",10500000.0,2.0,2.0,122
16979,other,11500000.0,2.0,2.0,133
16980,"Frere Town, Karachi",45000000.0,3.0,3.0,256
16981,"Frere Town, Karachi",41000000.0,3.0,3.0,278
16982,other,3500000.0,2.0,2.0,84
16983,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,298
16984,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",106000000.0,5.0,5.0,350
16985,"Gulshan-e-Maymar - Sector W, Gulshan-e-Maymar",55000000.0,6.0,6.0,400
16986,"Federal B Area - Block 2, Federal B Area",7500000.0,2.0,2.0,120
16987,"De Comforts, Federal B Area - Block 8",7500000.0,2.0,2.0,111
16988,"North Karachi - Sector 11B, North Karachi",36500000.0,7.0,6.0,240
16989,"Askari 5 - Sector J, Askari 5",38000000.0,3.0,3.0,300
16990,"Frere Town, Karachi",30000000.0,3.0,3.0,200
16991,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",21500000.0,3.0,3.0,240
16992,"Clifton - Block 1, Clifton",25000000.0,3.0,3.0,189
16993,"Clifton - Block 2, Clifton",30000000.0,3.0,3.0,156
16994,"Bahria Heights, Bahria Town Karachi",7800000.0,2.0,2.0,128
16995,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",27000000.0,3.0,3.0,200
16996,"Bahria Apartments, Bahria Town Karachi",9300000.0,2.0,2.0,106
16997,"DHA Phase 7 Extension, DHA Defence",125000000.0,5.0,6.0,500
16998,"DHA Phase 6, DHA Defence",179000000.0,6.0,7.0,800
16999,other,6500000.0,2.0,2.0,117
17000,"Askari 5, Malir Cantonment",33000000.0,3.0,3.0,286
17001,"Askari 5, Malir Cantonment",41500000.0,4.0,4.0,330
17002,"Askari 5, Malir Cantonment",35000000.0,3.0,3.0,286
17003,"Askari 5, Malir Cantonment",43500000.0,4.0,4.0,330
17004,"Askari 5, Malir Cantonment",30000000.0,3.0,3.0,286
17005,"Askari 5, Malir Cantonment",30500000.0,3.0,3.0,286
17006,"Askari 5, Malir Cantonment",35000000.0,3.0,3.0,286
17007,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
17008,"Askari 5, Malir Cantonment",38500000.0,3.0,3.0,286
17009,"Askari 5, Malir Cantonment",40000000.0,3.0,3.0,249
17010,"Askari 5, Malir Cantonment",38000000.0,3.0,3.0,286
17011,"Askari 5, Malir Cantonment",30000000.0,3.0,3.0,286
17012,"Emaar Panorama, DHA Phase 8",130000000.0,3.0,4.0,342
17013,"Emaar Panorama, DHA Phase 8",120000000.0,4.0,5.0,391
17014,"Emaar Panorama, DHA Phase 8",100000000.0,3.0,4.0,311
17015,"Emaar Panorama, DHA Phase 8",90000000.0,3.0,4.0,281
17016,"Emaar Panorama, DHA Phase 8",90000000.0,3.0,4.0,281
17017,"Civil Lines, Karachi",72000000.0,4.0,5.0,311
17018,"Bath Island, Karachi",80000000.0,4.0,5.0,267
17019,other,10500000.0,3.0,3.0,117
17021,"Bukhari Commercial Area, DHA Phase 6",21500000.0,4.0,4.0,194
17022,"Emaar Pearl Towers, Emaar Crescent Bay",57500000.0,2.0,3.0,182
17023,"Emaar Coral Towers, Emaar Crescent Bay",60000000.0,3.0,4.0,244
17024,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",95000000.0,6.0,6.0,500
17025,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",70000000.0,6.0,6.0,240
17026,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",99000000.0,6.0,6.0,500
17028,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",72500000.0,6.0,6.0,240
17029,"North Karachi, Karachi",8500000.0,3.0,2.0,80
17030,other,4800000.0,2.0,2.0,83
17031,"Askari 5, Malir Cantonment",41000000.0,4.0,4.0,333
17032,"Askari 5 - Sector J, Askari 5",41000000.0,4.0,4.0,367
17033,"Askari 5, Malir Cantonment",30000000.0,3.0,3.0,249
17034,"Askari 5, Malir Cantonment",25000000.0,3.0,3.0,249
17035,"Askari 5, Malir Cantonment",34500000.0,3.0,3.0,286
17036,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",15000000.0,2.0,2.0,122
17037,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",12000000.0,2.0,2.0,122
17038,"Askari 5 - Sector J, Askari 5",63000000.0,5.0,5.0,375
17039,"Bahria Town Karachi, Karachi",4000000.0,1.0,1.0,54
17040,other,11000000.0,3.0,3.0,120
17041,"North Karachi, Karachi",5000000.0,2.0,2.0,122
17043,other,2300000.0,1.0,1.0,44
17044,"North Karachi, Karachi",5000000.0,2.0,2.0,106
17045,"Gohar Green City, Karachi",8000000.0,2.0,2.0,80
17046,"Dhoraji Colony, Gulshan-e-Iqbal Town",15000000.0,3.0,3.0,150
17047,"Diamond City, Gulshan-e-Maymar",13000000.0,2.0,3.0,120
17048,"Diamond Residency, Defence View Phase 2",10500000.0,2.0,2.0,120
17049,"Korangi, Karachi",3500000.0,2.0,1.0,52
17050,"Emaar Panorama, DHA Phase 8",120000000.0,4.0,5.0,391
17051,"Emaar Panorama, DHA Phase 8",100000000.0,3.0,4.0,311
17052,"Emaar Panorama, DHA Phase 8",90000000.0,3.0,4.0,281
17053,"Emaar Panorama, DHA Phase 8",90000000.0,3.0,4.0,281
17054,"Civil Lines, Karachi",72000000.0,4.0,5.0,311
17055,"Bath Island, Karachi",80000000.0,4.0,5.0,267
17056,other,10500000.0,3.0,3.0,117
17058,"Bukhari Commercial Area, DHA Phase 6",21500000.0,4.0,4.0,194
17059,"Emaar Pearl Towers, Emaar Crescent Bay",57500000.0,2.0,3.0,182
17060,"Emaar Coral Towers, Emaar Crescent Bay",60000000.0,3.0,4.0,244
17061,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",95000000.0,6.0,6.0,500
17062,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",70000000.0,6.0,6.0,240
17063,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",99000000.0,6.0,6.0,500
17065,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",72500000.0,6.0,6.0,240
17066,"North Karachi, Karachi",8500000.0,3.0,2.0,80
17067,other,4800000.0,2.0,2.0,83
17068,"Askari 5, Malir Cantonment",41000000.0,4.0,4.0,333
17069,"Askari 5 - Sector J, Askari 5",41000000.0,4.0,4.0,367
17070,"Askari 5, Malir Cantonment",30000000.0,3.0,3.0,249
17071,"Askari 5, Malir Cantonment",25000000.0,3.0,3.0,249
17072,"Askari 5, Malir Cantonment",34500000.0,3.0,3.0,286
17073,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",15000000.0,2.0,2.0,122
17074,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",12000000.0,2.0,2.0,122
17075,"Askari 5, Malir Cantonment",30000000.0,3.0,3.0,249
17076,"Askari 5, Malir Cantonment",25000000.0,3.0,3.0,249
17077,"Askari 5, Malir Cantonment",34500000.0,3.0,3.0,286
17078,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",15000000.0,2.0,2.0,122
17079,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",12000000.0,2.0,2.0,122
17080,"Askari 5 - Sector J, Askari 5",63000000.0,5.0,5.0,375
17081,"Bahria Town Karachi, Karachi",4000000.0,1.0,1.0,54
17082,other,11000000.0,3.0,3.0,120
17083,"North Karachi, Karachi",5000000.0,2.0,2.0,122
17085,other,2300000.0,1.0,1.0,44
17086,"North Karachi, Karachi",5000000.0,2.0,2.0,106
17087,"Gohar Green City, Karachi",8000000.0,2.0,2.0,80
17088,"Dhoraji Colony, Gulshan-e-Iqbal Town",15000000.0,3.0,3.0,150
17089,"Diamond City, Gulshan-e-Maymar",13000000.0,2.0,3.0,120
17090,"Diamond Residency, Defence View Phase 2",10500000.0,2.0,2.0,120
17091,"Korangi, Karachi",3500000.0,2.0,1.0,52
17092,"DHA Phase 6, DHA Defence",160000000.0,6.0,6.0,500
17093,"DHA Phase 5, DHA Defence",145000000.0,6.0,6.0,500
17094,"DHA Phase 5, DHA Defence",150000000.0,6.0,6.0,500
17095,"DHA Phase 6, DHA Defence",155000000.0,6.0,6.0,500
17096,"DHA Phase 6, DHA Defence",158000000.0,6.0,6.0,500
17097,other,21000000.0,4.0,6.0,120
17098,"Falaknaz Presidency, Malir",9500000.0,2.0,2.0,122
